  29.47277	   43.31370	   55.32448	     54
  45.77158	   20.49999	    4.90469	     60
  16.68111	   27.91900	   31.79878	     44
   2.61979	   29.04307	   15.83656	     57
  47.14826	   27.16217	   78.17404	     50
   3.38868	   17.71676	   86.50630	     43
   3.37815	   21.14893	   30.60394	     48
   9.64442	   23.26592	   42.25527	     61
  37.00822	   24.07759	   48.42429	     44
  12.84860	    7.35449	   61.61260	     63
  37.86968	    7.80661	   81.72925	     78
   2.40618	    2.85663	   20.97270	     56
  25.99348	    4.23997	   63.19621	     62
  13.17416	   42.60916	   92.71707	     56
  15.78977	    8.73459	   45.25023	     76
  23.11360	    4.00903	   93.32090	     55
  36.10441	   34.61881	   43.69629	     59
   2.54705	   47.53439	   40.57009	     79
  27.24952	   46.45613	   88.66244	     72
  14.00497	   47.80345	   83.47418	     53
  42.87959	   17.75190	   75.18276	     48
   2.06832	   43.87726	   31.43503	     67
  47.57433	   41.47582	   44.78459	     40
  24.71279	   15.36419	   71.29030	     66
  35.49531	   45.68248	   44.62801	     43
  36.43881	   25.48955	   58.39734	     66
  17.60311	    3.43728	   13.17962	     47
  39.05184	   45.44257	   21.44647	     55
  21.65344	   40.41726	   15.96512	     46
  21.30072	   39.53866	    5.49695	     59
  19.38295	   45.12834	   41.25855	     46
  11.51002	   28.37237	   73.97897	     69
   2.87730	   29.82205	   35.59630	    139
  10.86918	   46.10961	    3.32104	    138
   2.20557	   27.90834	   84.16985	    163
  34.52188	   47.62459	   31.56678	    183
  30.47077	   27.45966	   81.28347	    165
  47.20758	   41.97989	   63.46782	    128
  47.85492	    4.63870	   97.90319	    115
   2.05519	   43.46331	   63.11914	    167
  19.78245	   23.50506	   82.00795	    159
  37.55489	   13.85989	    1.98559	    131
  37.76851	   37.46037	    1.66331	    193
  18.92206	    5.69746	   33.53247	    166
   9.63986	   27.60958	   23.99507	    158
  15.96015	   17.45543	   35.92183	    152
  20.61552	   42.16177	   60.72012	    191
  19.42521	   20.89904	   47.36974	    175
  43.62106	   36.14033	   20.54102	    120
   6.37863	    5.14834	   68.74648	    156
  17.51992	   37.48823	   24.40343	    138
  14.40787	   19.17732	   69.53024	    157
  42.64939	   28.16357	   13.90961	    173
   6.73790	   36.44705	   69.81238	    116
   1.95104	    1.77561	   93.41350	    133
  26.70971	    5.13664	   78.00112	    106
  47.64024	   40.38405	   74.28824	    137
  46.53526	   47.73926	   14.86645	    184
  42.60716	   35.99214	   83.62048	    146
  46.82246	   46.99326	   84.58456	    169
  45.26118	   17.72590	   41.81523	    167
  36.62045	   23.23453	   21.35650	    141
  27.75099	   48.07486	   63.84964	    147
  46.70109	    6.57855	   32.05151	    140
  10.82493	    5.33402	   79.77153	    150
  10.68449	   13.65484	   53.44350	    156
  31.66821	   39.67186	   78.35802	    154
  46.40414	   31.86326	   48.33389	    141
   2.65381	   47.96499	    9.72510	    142
  30.35392	   34.63494	   87.76947	    168
  39.32864	   13.62430	   30.34928	    143
  28.65572	   44.68113	   23.93138	    150
  40.70798	   20.90142	   66.10269	    202
  33.35268	    2.40412	   43.92194	    157
   9.34766	    8.76806	   92.10894	    113
   7.68704	    7.49142	   29.86587	    170
   9.74006	   35.07219	   82.10087	    162
  17.94869	   14.08961	   14.51178	    143
  39.42596	    3.73635	   68.19805	    136
   5.43580	    2.17690	   37.73247	    125
  27.22229	   19.65774	   29.48732	    172
  12.02928	   24.93992	   14.29303	    140
  44.67977	   27.89518	   25.81901	    131
  46.02499	   27.41963	   37.90967	    180
  26.47545	    1.82683	    8.94106	    130
   2.16843	   20.21358	   57.69352	    137
   1.68467	   10.21190	   79.69971	    161
  10.16155	   47.98306	   34.69888	    153
  26.66237	   37.91445	   47.12284	    109
  20.66387	   36.67603	   82.55928	    167
  34.09495	   31.98188	    8.69797	    131
   4.42888	   19.93371	   67.33100	    121
  17.75339	   46.67655	   28.74643	    141
   1.84776	   46.57785	   72.61610	    162
   4.89583	   15.32056	   38.99241	    192
  18.56121	   32.45796	   51.25190	    132
  47.13520	   19.68611	   20.92473	    145
  30.22575	   13.99410	   22.01592	    141
   2.31053	   44.63742	   50.10171	    163
   3.53793	   38.22233	   12.72544	    183
  28.96962	   13.28961	   43.39040	    132
